DateTime;UserName;Category;Log
30-03-2020 10:18:38;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 10:18:38;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 10:18:42;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 10:19:22;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 10:26:42;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 10:26:42;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 10:26:46;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 10:27:12;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: User ou pass erradas, verificar credenciais!
30-03-2020 10:27:38;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 10:27:38;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 10:27:41;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 10:28:06;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 10:29:56;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 10:29:56;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 10:30:00;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 10:33:46;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 10:33:46;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 10:33:51;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 10:56:20;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 10:56:20;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 10:56:22;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 10:56:38;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 10:56:38;EX99946;Information;Finaliza robot
30-03-2020 11:48:22;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 11:48:22;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 11:48:24;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:05:39;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 12:05:39;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 12:05:41;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:06:29;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Procurar' /><wnd ctrlid='102' />
30-03-2020 12:14:14;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 12:14:14;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 12:14:16;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:26:24;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 12:26:24;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 12:26:26;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:27:14;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Procurar' /><wnd ctrlid='102' />
30-03-2020 12:31:49;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 12:31:49;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 12:31:51;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:32:12;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 12:32:12;EX99946;Information;Finaliza robot
30-03-2020 12:50:29;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 12:50:29;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 12:50:31;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:51:23;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd ctrlid='101' />
30-03-2020 12:55:21;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 12:55:21;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 12:55:23;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 12:56:16;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd ctrlid='101' />
30-03-2020 13:01:14;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 13:01:14;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 13:01:16;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 13:02:10;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='SAP_FRONTEND_SESSION' title='Listagem de Processamentos' /><wnd cls='Afx:*' idx='4' />
30-03-2020 13:05:22;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 13:05:22;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 13:05:24;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 13:06:19;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd ctrlid='101' />
30-03-2020 13:10:53;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 13:10:53;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 13:10:55;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 13:11:49;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Open' /><wnd cls='Edit' />
30-03-2020 13:13:53;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 13:13:53;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 13:13:55;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 13:18:06;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 13:18:06;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 13:18:07;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 13:18:34;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 14:48:49;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 14:48:49;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 14:48:50;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 14:49:28;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd aaname='Importação de um file de texto' />
30-03-2020 14:56:15;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 14:56:15;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 14:56:17;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 14:56:56;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd aaname='Importação de um file de texto' />
30-03-2020 14:59:36;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 14:59:36;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 14:59:37;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:00:07;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 15:00:08;EX99946;Information;Finaliza robot
30-03-2020 15:01:04;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:01:04;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:01:06;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:01:44;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd aaname='Importação de um file de texto' />
30-03-2020 15:05:29;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:05:29;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:05:30;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:06:29;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd aaname='Importação de um file de texto' />
30-03-2020 15:08:22;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:08:22;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:08:23;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:08:55;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 15:08:55;EX99946;Information;Finaliza robot
30-03-2020 15:38:44;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:38:44;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:38:45;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:39:19;EX99946;Warning;Não foram encontrados dados
30-03-2020 15:39:19;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Não foram, encontrados dados - SAP26
30-03-2020 15:42:21;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:42:21;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:42:22;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:44:19;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:44:19;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:44:21;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:46:15;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:46:15;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:46:17;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:47:19;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='#32770' title='Seleção múltipla para Nº pessoal' /><wnd aaname='Importação de um file de texto' />
30-03-2020 15:51:03;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:51:03;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:51:05;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:52:04;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:52:04;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:52:06;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 15:52:44;EX99946;Warning;Não foram encontrados dados
30-03-2020 15:52:44;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Não foram, encontrados dados - SAP26
30-03-2020 15:53:49;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 15:53:49;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 15:53:50;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 16:00:26;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 16:00:26;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 16:00:28;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 16:02:21;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd app='saplogon.exe' cls='SAP_FRONTEND_SESSION' title='Lista de partidas individuais da conta do Razão Visão do Razão' /><wnd cls='Afx:*' idx='4' />
30-03-2020 16:04:41;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 16:04:41;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 16:04:42;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 16:15:38;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Método de extração não reconhecido
30-03-2020 16:26:39;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 16:26:39;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 16:26:41;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 16:48:18;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 16:48:18;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 16:48:20;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 17:38:14;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 17:38:14;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 17:38:16;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 18:31:18;EX99946;Error;Erro na sequencia 'Init'. Exception:Access to the path 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\05.Auxiliary_Files' is denied.
30-03-2020 18:31:18;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 18:31:20;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 18:34:52;EX99946;Error;Erro na sequencia 'Init'. Exception:Access to the path 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\05.Auxiliary_Files' is denied.
30-03-2020 18:34:52;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 18:34:53;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 18:35:39;EX99946;Warning;Não foram encontrados dados
30-03-2020 18:35:39;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Não foram encontrados dados - SAP26
30-03-2020 18:36:29;EX99946;Error;Erro na sequencia 'Init'. Exception:Access to the path 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\05.Auxiliary_Files' is denied.
30-03-2020 18:36:29;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 18:36:31;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 18:53:15;EX99946;Error;Erro na sequencia 'Init'. Exception:Access to the path 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\05.Auxiliary_Files' is denied.
30-03-2020 18:53:15;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 18:53:16;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 18:54:12;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 18:54:13;EX99946;Error;Ocorreu um erro no módulo - Processar Relatório: Excel File C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\03.Output_Files\CATS_SAP\RELAT_HH_CATS_março_2020.xlsx was not found.
30-03-2020 18:57:01;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 18:57:01;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 18:57:02;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 18:57:58;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 18:57:59;EX99946;Error;Ocorreu um erro no módulo - Processar Relatório: Excel File C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\03.Output_Files\CATS_SAP\RELAT_HH_CATS_março_2020.xlsx was not found.
30-03-2020 18:59:04;EX99946;Error;Erro na sequencia 'Init'. Exception:The file 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\03.Output_Files\RELAT_HH_CATS_março_2020.xlsx' already exists.
30-03-2020 18:59:04;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 18:59:05;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 19:00:01;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:00:27;EX99946;Error;Ocorreu um erro no módulo - Processar Relatório: Object reference not set to an instance of an object.
30-03-2020 19:01:04;EX99946;Error;Erro na sequencia 'Init'. Exception:The file 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\03.Output_Files\RELAT_HH_CATS_março_2020.xlsx' already exists.
30-03-2020 19:01:04;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:01:05;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 19:02:01;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:02:27;EX99946;Information;Finaliza robot
30-03-2020 19:05:03;EX99946;Error;Erro na sequencia 'Init'. Exception:The file 'C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\03.Output_Files\RELAT_HH_CATS_março_2020.xlsx' already exists.
30-03-2020 19:05:03;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:05:04;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 19:06:00;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:06:23;EX99946;Information;Finaliza robot
30-03-2020 19:07:31;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 19:07:31;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:07:33;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 19:08:29;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:08:53;EX99946;Information;Finaliza robot
30-03-2020 19:12:45;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 19:12:45;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:12:46;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:13:09;EX99946;Information;Finaliza robot
30-03-2020 19:31:36;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 19:31:36;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:31:38;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:32:05;EX99946;Error;Ocorreu um erro no módulo - Processar Relatório: Object reference not set to an instance of an object.
30-03-2020 19:32:33;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 19:32:33;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:32:35;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 19:33:21;EX99946;Information;Finaliza robot
30-03-2020 19:59:19;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 19:59:19;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 19:59:20;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 20:00:01;EX99946;Warning;Não foram encontrados dados
30-03-2020 20:00:01;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Não foram encontrados dados - SAP26
30-03-2020 20:07:10;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 20:07:10;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 20:07:12;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 20:08:19;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd aaname='Context' app='saplogon.exe' cls='#32768' /><ctrl name='Context' role='popup menu' /><ctrl automationid='1' />
30-03-2020 20:13:00;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 20:13:00;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 20:13:01;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 20:14:23;EX99946;Error;Ocorreu um erro no módulo - Extração SAP: Cannot find the UI element corresponding to this selector: <wnd aaname='Context' app='saplogon.exe' cls='#32768' /><ctrl name='Context' role='popup menu' /><ctrl automationid='1' />
30-03-2020 20:25:35;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 20:25:35;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 20:25:37;EX99946;Information;Iniciou a extração do relatório de horas do SAP
30-03-2020 20:26:27;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 20:26:37;EX99946;Error;Ocorreu um erro no módulo - Processar Relatório: Object reference not set to an instance of an object.
30-03-2020 21:00:15;EX99946;Information;Sucesso na inicialização do Robot
30-03-2020 21:00:15;EX99946;Information;Obter Lista de Colaboradores
30-03-2020 21:00:19;EX99946;Information;Iniciou o processamento do relatório HH_CATS
30-03-2020 21:00:47;EX99946;Information;Finaliza robot
